message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path	infos
DEREFERENCE_NULLABLE	dereferenced expression value is @Nullable	com.google.gson.Gson$4	read(com.google.gson.stream.JsonReader)	17910	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/Gson.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression longAdapter.read(in) is @Nullable	com.google.gson.Gson$5	read(com.google.gson.stream.JsonReader)	18625	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/Gson.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression created is @Nullable	com.google.gson.internal.LinkedTreeMap	put(K,V)	3201	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression right is @Nullable	com.google.gson.internal.LinkedTreeMap	rebalance(com.google.gson.internal.LinkedTreeMap.Node,boolean)	9872	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression left is @Nullable	com.google.gson.internal.LinkedTreeMap	rebalance(com.google.gson.internal.LinkedTreeMap.Node,boolean)	10541	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression pivot is @Nullable	com.google.gson.internal.LinkedTreeMap	rotateLeft(com.google.gson.internal.LinkedTreeMap.Node)	11794	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression pivot is @Nullable	com.google.gson.internal.LinkedTreeMap	rotateRight(com.google.gson.internal.LinkedTreeMap.Node)	12569	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.google.gson.reflect.TypeToken	getParameterized(java.lang.reflect.Type,java.lang.reflect.Type[])	9753	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/reflect/TypeToken.java	PARAMETER	com.google.gson.internal.$Gson$Types	newParameterizedTypeWithOwner(java.lang.reflect.Type,java.lang.reflect.Type,java.lang.reflect.Type[])	ownerType	0	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/$Gson$Types.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.google.gson.stream.JsonReader	nextString()	27205	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java	METHOD	com.google.gson.stream.JsonReader	nextString()	null	null	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java
DEREFERENCE_NULLABLE	dereferenced expression created is @Nullable	com.google.gson.internal.LinkedHashTreeMap	put(K,V)	3389	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.google.gson.internal.LinkedHashTreeMap	clear()	3715	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	FIELD	com.google.gson.internal.LinkedHashTreeMap$Node	null	next	null	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java
DEREFERENCE_NULLABLE	dereferenced expression node.prev is @Nullable	com.google.gson.internal.LinkedHashTreeMap	removeInternal(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	7998	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.google.gson.internal.LinkedHashTreeMap	removeInternal(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	8066	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	FIELD	com.google.gson.internal.LinkedHashTreeMap$Node	null	next	null	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java
DEREFERENCE_NULLABLE	dereferenced expression right is @Nullable	com.google.gson.internal.LinkedHashTreeMap	rebalance(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	11011	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression left is @Nullable	com.google.gson.internal.LinkedHashTreeMap	rebalance(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	11680	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression pivot is @Nullable	com.google.gson.internal.LinkedHashTreeMap	rotateLeft(com.google.gson.internal.LinkedHashTreeMap.Node)	12933	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression pivot is @Nullable	com.google.gson.internal.LinkedHashTreeMap	rotateRight(com.google.gson.internal.LinkedHashTreeMap.Node)	13708	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression prev is @Nullable	com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	15320	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression right is @Nullable	com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	add(com.google.gson.internal.LinkedHashTreeMap.Node)	22665	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression center is @Nullable	com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	add(com.google.gson.internal.LinkedHashTreeMap.Node)	22707	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression left is @Nullable	com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	add(com.google.gson.internal.LinkedHashTreeMap.Node)	22748	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression right is @Nullable	com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	add(com.google.gson.internal.LinkedHashTreeMap.Node)	23170	/home/nima/Developer/nullness-benchmarks/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java	null	null	null	null	null	null
